# x86 instruction set description version 0.2, 2023-07-17
# Based on Intel Instruction Set Reference #325383-080US, June 2023.
# https://golang.org/x/arch/x86/x86spec
"PACKUSWB xmm1, xmm2/m128","PACKUSWB xmm2/m128, xmm1","packuswb xmm2/m128, xmm1","66 0F 67 /r","V","V","SSE2","","","",""
"PADDB mm, mm/m64","PADDB mm/m64, mm","paddb mm/m64, mm","NP 0F FC /r","V","V","MMX","","","",""
"PADDB xmm1, xmm2/m128","PADDB xmm2/m128, xmm1","paddb xmm2/m128, xmm1","66 0F FC /r","V","V","SSE2","","","",""
"PADDD mm, mm/m64","PADDL mm/m64, mm","paddd mm/m64, mm","NP 0F FE /r","V","V","MMX","","","",""
"PADDD xmm1, xmm2/m128","PADDL xmm2/m128, xmm1","paddd xmm2/m128, xmm1","66 0F FE /r","V","V","SSE2","","","",""
"PADDQ mm, mm/m64","PADDQ mm/m64, mm","paddq mm/m64, mm","NP 0F D4 /r","V","V","MMX","","","",""
"PADDQ xmm1, xmm2/m128","PADDQ xmm2/m128, xmm1","paddq xmm2/m128, xmm1","66 0F D4 /r","V","V","SSE2","","","",""
"PADDSB mm, mm/m64","PADDSB mm/m64, mm","paddsb mm/m64, mm","NP 0F EC /r","V","V","MMX","","","",""
"PADDSB xmm1, xmm2/m128","PADDSB xmm2/m128, xmm1","paddsb xmm2/m128, xmm1","66 0F EC /r","V","V","SSE2","","","",""
"PADDSW mm, mm/m64","PADDSW mm/m64, mm","paddsw mm/m64, mm","NP 0F ED /r","V","V","MMX","","","",""
"PADDSW xmm1, xmm2/m128","PADDSW xmm2/m128, xmm1","paddsw xmm2/m128, xmm1","66 0F ED /r","V","V","SSE2","","","",""
"PADDUSB mm, mm/m64","PADDUSB mm/m64, mm","paddusb mm/m64, mm","NP 0F DC /r","V","V","MMX","","","",""
"PADDUSB xmm1, xmm2/m128","PADDUSB xmm2/m128, xmm1","paddusb xmm2/m128, xmm1","66 0F DC /r","V","V","SSE2","","","",""
"PADDUSW mm, mm/m64","PADDUSW mm/m64, mm","paddusw mm/m64, mm","NP 0F DD /r","V","V","MMX","","","",""
"PADDUSW xmm1, xmm2/m128","PADDUSW xmm2/m128, xmm1","paddusw xmm2/m128, xmm1","66 0F DD /r","V","V","SSE2","","","",""
"PADDW mm, mm/m64","PADDW mm/m64, mm","paddw mm/m64, mm","NP 0F FD /r","V","V","MMX","","","",""
"PADDW xmm1, xmm2/m128","PADDW xmm2/m128, xmm1","paddw xmm2/m128, xmm1","66 0F FD /r","V","V","SSE2","","","",""
"PALIGNR mm1, mm2/m64, imm8","PALIGNR imm8, mm2/m64, mm1","palignr imm8, mm2/m64, mm1","NP 0F 3A 0F /r ib","V","V","SSSE3","","","",""
"PALIGNR xmm1, xmm2/m128, imm8","PALIGNR imm8, xmm2/m128, xmm1","palignr imm8, xmm2/m128, xmm1","66 0F 3A 0F /r ib","V","V","SSSE3","","","",""
"PAND mm, mm/m64","PAND mm/m64, mm","pand mm/m64, mm","NP 0F DB /r","V","V","MMX","","","",""
"PAND xmm1, xmm2/m128","PAND xmm2/m128, xmm1","pand xmm2/m128, xmm1","66 0F DB /r","V","V","SSE2","","","",""
"PANDN mm, mm/m64","PANDN mm/m64, mm","pandn mm/m64, mm","NP 0F DF /r","V","V","MMX","","","",""
"PANDN xmm1, xmm2/m128","PANDN xmm2/m128, xmm1","pandn xmm2/m128, xmm1","66 0F DF /r","V","V","SSE2","","","",""
"PAUSE","PAUSE","pause","F3 90","V","V","","pseudo","","",""
"PAVGB mm1, mm2/m64","PAVGB mm2/m64, mm1","pavgb mm2/m64, mm1","NP 0F E0 /r","V","V","SSE","","","",""
"PAVGB xmm1, xmm2/m128","PAVGB xmm2/m128, xmm1","pavgb xmm2/m128, xmm1","66 0F E0 /r","V","V","SSE2","","","",""
"PAVGW mm1, mm2/m64","PAVGW mm2/m64, mm1","pavgw mm2/m64, mm1","NP 0F E3 /r","V","V","SSE","","","",""
"PAVGW xmm1, xmm2/m128","PAVGW xmm2/m128, xmm1","pavgw xmm2/m128, xmm1","66 0F E3 /r","V","V","SSE2","","","",""
"PBLENDVB xmm1, xmm2/m128, <XMM0>","PBLENDVB <XMM0>, xmm2/m128, xmm1","pblendvb <XMM0>, xmm2/m128, xmm1","66 0F 38 10 /r","V","V","SSE4_1","","","",""
"PBLENDW xmm1, xmm2/m128, imm8","PBLENDW imm8, xmm2/m128, xmm1","pblendw imm8, xmm2/m128, xmm1","66 0F 3A 0E /r ib","V","V","SSE4_1","","","",""
"PCLMULQDQ xmm1, xmm2/m128, imm8","PCLMULQDQ imm8, xmm2/m128, xmm1","pclmulqdq imm8, xmm2/m128, xmm1","66 0F 3A 44 /r ib","V","V","PCLMULQDQ","","","",""
"PCMPEQB mm, mm/m64","PCMPEQB mm/m64, mm","pcmpeqb mm/m64, mm","NP 0F 74 /r","V","V","MMX","","","",""
"PCMPEQB xmm1, xmm2/m128","PCMPEQB xmm2/m128, xmm1","pcmpeqb xmm2/m128, xmm1","66 0F 74 /r","V","V","SSE2","","","",""
"PCMPEQD mm, mm/m64","PCMPEQL mm/m64, mm","pcmpeqd mm/m64, mm","NP 0F 76 /r","V","V","MMX","","","",""
"PCMPEQD xmm1, xmm2/m128","PCMPEQL xmm2/m128, xmm1","pcmpeqd xmm2/m128, xmm1","66 0F 76 /r","V","V","SSE2","","","",""
"PCMPEQQ xmm1, xmm2/m128","PCMPEQQ xmm2/m128, xmm1","pcmpeqq xmm2/m128, xmm1","66 0F 38 29 /r","V","V","SSE4_1","","","",""
"PCMPEQW mm, mm/m64","PCMPEQW mm/m64, mm","pcmpeqw mm/m64, mm","NP 0F 75 /r","V","V","MMX","","","",""
"PCMPEQW xmm1, xmm2/m128","PCMPEQW xmm2/m128, xmm1","pcmpeqw xmm2/m128, xmm1","66 0F 75 /r","V","V","SSE2","","","",""
"PCMPESTRI xmm1, xmm2/m128, imm8","PCMPESTRI imm8, xmm2/m128, xmm1","pcmpestri imm8, xmm2/m128, xmm1","66 0F 3A 61 /r ib","V","V","SSE4_2","","","",""
"PCMPESTRM xmm1, xmm2/m128, imm8","PCMPESTRM imm8, xmm2/m128, xmm1","pcmpestrm imm8, xmm2/m128, xmm1","66 0F 3A 60 /r ib","V","V","SSE4_2","","","",""
"PCMPGTB mm, mm/m64","PCMPGTB mm/m64, mm","pcmpgtb mm/m64, mm","NP 0F 64 /r","V","V","MMX","","","",""
"PCMPGTB xmm1, xmm2/m128","PCMPGTB xmm2/m128, xmm1","pcmpgtb xmm2/m128, xmm1","66 0F 64 /r","V","V","SSE2","","","",""
"PCMPGTD mm, mm/m64","PCMPGTL mm/m64, mm","pcmpgtd mm/m64, mm","NP 0F 66 /r","V","V","MMX","","","",""
"PCMPGTD xmm1, xmm2/m128","PCMPGTL xmm2/m128, xmm1","pcmpgtd xmm2/m128, xmm1","66 0F 66 /r","V","V","SSE2","","","",""
"PCMPGTQ xmm1, xmm2/m128","PCMPGTQ xmm2/m128, xmm1","pcmpgtq xmm2/m128, xmm1","66 0F 38 37 /r","V","V","SSE4_2","","","",""
"PCMPGTW mm, mm/m64","PCMPGTW mm/m64, mm","pcmpgtw mm/m64, mm","NP 0F 65 /r","V","V","MMX","","","",""
"PCMPGTW xmm1, xmm2/m128","PCMPGTW xmm2/m128, xmm1","pcmpgtw xmm2/m128, xmm1","66 0F 65 /r","V","V","SSE2","","","",""
"PCMPISTRI xmm1, xmm2/m128, imm8","PCMPISTRI imm8, xmm2/m128, xmm1","pcmpistri imm8, xmm2/m128, xmm1","66 0F 3A 63 /r ib","V","V","SSE4_2","","","",""
"PCMPISTRM xmm1, xmm2/m128, imm8","PCMPISTRM imm8, xmm2/m128, xmm1","pcmpistrm imm8, xmm2/m128, xmm1","66 0F 3A 62 /r ib","V","V","SSE4_2","","","",""
"PCONFIG","PCONFIG","pconfig","NP 0F 01 C5","V","V","PCONFIG","","","",""
"PDEP r32a, r32b, r/m32","PDEPL r/m32, r32b, r32a","pdepl r/m32, r32b, r32a","VEX.LZ.F2.0F38.W0 F5 /r","V","V","BMI2","","","Y","32"
"PDEP r64a, r64b, r/m64","PDEPQ r/m64, r64b, r64a","pdepq r/m64, r64b, r64a","VEX.LZ.F2.0F38.W1 F5 /r","N.E.","V","BMI2","","","Y","64"
"PEXT r32a, r32b, r/m32","PEXTL r/m32, r32b, r32a","pextl r/m32, r32b, r32a","VEX.LZ.F3.0F38.W0 F5 /r","V","V","BMI2","","","Y","32"
"PEXT r64a, r64b, r/m64","PEXTQ r/m64, r64b, r64a","pextq r/m64, r64b, r64a","VEX.LZ.F3.0F38.W1 F5 /r","N.E.","V","BMI2","","","Y","64"
"PEXTRB reg/m8, xmm2, imm8","PEXTRB imm8, xmm2, reg/m8","pextrb imm8, xmm2, reg/m8","66 0F 3A 14 /r ib","V","V","SSE4_1","","","",""
"PEXTRD r/m32, xmm2, imm8","PEXTRD imm8, xmm2, r/m32","pextrd imm8, xmm2, r/m32","66 0F 3A 16 /r ib","V","V","SSE4_1","operand16,operand32","","",""
"PEXTRQ r/m64, xmm2, imm8","PEXTRQ imm8, xmm2, r/m64","pextrq imm8, xmm2, r/m64","66 REX.W 0F 3A 16 /r ib","N.E.","V","SSE4_1","","","",""
"PEXTRW reg, mm, imm8","PEXTRW imm8, mm, reg","pextrw imm8, mm, reg","NP 0F C5 /r ib","V","V","SSE","","","",""
"PEXTRW reg, xmm, imm8","PEXTRW imm8, xmm, reg","pextrw imm8, xmm, reg","66 0F C5 /r ib","V","V","SSE2","","","",""
"PEXTRW reg/m16, xmm, imm8","PEXTRW imm8, xmm, reg/m16","pextrw imm8, xmm, reg/m16","66 0F 3A 15 /r ib","V","V","SSE4_1","","","",""
"PHADDD mm1, mm2/m64","PHADDD mm2/m64, mm1","phaddd mm2/m64, mm1","NP 0F 38 02 /r","V","V","SSSE3","","","",""
"PHADDD xmm1, xmm2/m128","PHADDD xmm2/m128, xmm1","phaddd xmm2/m128, xmm1","66 0F 38 02 /r","V","V","SSSE3","","","",""
"PHADDSW mm1, mm2/m64","PHADDSW mm2/m64, mm1","phaddsw mm2/m64, mm1","NP 0F 38 03 /r","V","V","SSSE3","","","",""
"PHADDSW xmm1, xmm2/m128","PHADDSW xmm2/m128, xmm1","phaddsw xmm2/m128, xmm1","66 0F 38 03 /r","V","V","SSSE3","","","",""
"PHADDW mm1, mm2/m64","PHADDW mm2/m64, mm1","phaddw mm2/m64, mm1","NP 0F 38 01 /r","V","V","SSSE3","","","",""
"PHADDW xmm1, xmm2/m128","PHADDW xmm2/m128, xmm1","phaddw xmm2/m128, xmm1","66 0F 38 01 /r","V","V","SSSE3","","","",""
"PHMINPOSUW xmm1, xmm2/m128","PHMINPOSUW xmm2/m128, xmm1","phminposuw xmm2/m128, xmm1","66 0F 38 41 /r","V","V","SSE4_1","","","",""
"PHSUBD mm1, mm2/m64","PHSUBD mm2/m64, mm1","phsubd mm2/m64, mm1","NP 0F 38 06 /r","V","V","SSSE3","","","",""
"PHSUBD xmm1, xmm2/m128","PHSUBD xmm2/m128, xmm1","phsubd xmm2/m128, xmm1","66 0F 38 06 /r","V","V","SSSE3","","","",""
"PHSUBSW mm1, mm2/m64","PHSUBSW mm2/m64, mm1","phsubsw mm2/m64, mm1","NP 0F 38 07 /r","V","V","SSSE3","","","",""
"PHSUBSW xmm1, xmm2/m128","PHSUBSW xmm2/m128, xmm1","phsubsw xmm2/m128, xmm1","66 0F 38 07 /r","V","V","SSSE3","","","",""
"PHSUBW mm1, mm2/m64","PHSUBW mm2/m64, mm1","phsubw mm2/m64, mm1","NP 0F 38 05 /r","V","V","SSSE3","","","",""
"PHSUBW xmm1, xmm2/m128","PHSUBW xmm2/m128, xmm1","phsubw xmm2/m128, xmm1","66 0F 38 05 /r","V","V","SSSE3","","","",""
"PINSRB xmm1, r32/m8, imm8","PINSRB imm8, r32/m8, xmm1","pinsrb imm8, r32/m8, xmm1","66 0F 3A 20 /r ib","V","V","SSE4_1","","","",""
"PINSRD xmm1, r/m32, imm8","PINSRD imm8, r/m32, xmm1","pinsrd imm8, r/m32, xmm1","66 0F 3A 22 /r ib","V","V","SSE4_1","operand16,operand32","","",""
"PINSRQ xmm1, r/m64, imm8","PINSRQ imm8, r/m64, xmm1","pinsrq imm8, r/m64, xmm1","66 REX.W 0F 3A 22 /r ib","N.E.","V","SSE4_1","","","",""
"PINSRW mm, r32/m16, imm8","PINSRW imm8, r32/m16, mm","pinsrw imm8, r32/m16, mm","NP 0F C4 /r ib","V","V","SSE","","","",""
"PINSRW xmm, r32/m16, imm8","PINSRW imm8, r32/m16, xmm","pinsrw imm8, r32/m16, xmm","66 0F C4 /r ib","V","V","SSE2","","","",""
"PMADDUBSW mm1, mm2/m64","PMADDUBSW mm2/m64, mm1","pmaddubsw mm2/m64, mm1","NP 0F 38 04 /r","V","V","SSSE3","","","",""
"PMADDUBSW xmm1, xmm2/m128","PMADDUBSW xmm2/m128, xmm1","pmaddubsw xmm2/m128, xmm1","66 0F 38 04 /r","V","V","SSSE3","","","",""
"PMADDWD mm, mm/m64","PMADDWL mm/m64, mm","pmaddwd mm/m64, mm","NP 0F F5 /r","V","V","MMX","","","",""
"PMADDWD xmm1, xmm2/m128","PMADDWL xmm2/m128, xmm1","pmaddwd xmm2/m128, xmm1","66 0F F5 /r","V","V","SSE2","","","",""
"PMAXSB xmm1, xmm2/m128","PMAXSB xmm2/m128, xmm1","pmaxsb xmm2/m128, xmm1","66 0F 38 3C /r","V","V","SSE4_1","","","",""
"PMAXSD xmm1, xmm2/m128","PMAXSD xmm2/m128, xmm1","pmaxsd xmm2/m128, xmm1","66 0F 38 3D /r","V","V","SSE4_1","","","",""
"PMAXSW mm1, mm2/m64","PMAXSW mm2/m64, mm1","pmaxsw mm2/m64, mm1","NP 0F EE /r","V","V","SSE","","","",""
"PMAXSW xmm1, xmm2/m128","PMAXSW xmm2/m128, xmm1","pmaxsw xmm2/m128, xmm1","66 0F EE /r","V","V","SSE2","","","",""
"PMAXUB mm1, mm2/m64","PMAXUB mm2/m64, mm1","pmaxub mm2/m64, mm1","NP 0F DE /r","V","V","SSE","","","",""
"PMAXUB xmm1, xmm2/m128","PMAXUB xmm2/m128, xmm1","pmaxub xmm2/m128, xmm1","66 0F DE /r","V","V","SSE2","","","",""
"PMAXUD xmm1, xmm2/m128","PMAXUD xmm2/m128, xmm1","pmaxud xmm2/m128, xmm1","66 0F 38 3F /r","V","V","SSE4_1","","","",""
"PMAXUW xmm1, xmm2/m128","PMAXUW xmm2/m128, xmm1","pmaxuw xmm2/m128, xmm1","66 0F 38 3E /r","V","V","SSE4_1","","","",""
"PMINSB xmm1, xmm2/m128","PMINSB xmm2/m128, xmm1","pminsb xmm2/m128, xmm1","66 0F 38 38 /r","V","V","SSE4_1","","","",""
"PMINSW mm1, mm2/m64","PMINSW mm2/m64, mm1","pminsw mm2/m64, mm1","NP 0F EA /r","V","V","SSE","","","",""
"PMINSW xmm1, xmm2/m128","PMINSW xmm2/m128, xmm1","pminsw xmm2/m128, xmm1","66 0F EA /r","V","V","SSE2","","","",""
"PMINUB mm1, mm2/m64","PMINUB mm2/m64, mm1","pminub mm2/m64, mm1","NP 0F DA /r","V","V","SSE","","","",""
"PMINUB xmm1, xmm2/m128","PMINUB xmm2/m128, xmm1","pminub xmm2/m128, xmm1","66 0F DA /r","V","V","SSE2","","","",""
"PMINUW xmm1, xmm2/m128","PMINUW xmm2/m128, xmm1","pminuw xmm2/m128, xmm1","66 0F 38 3A /r","V","V","SSE4_1","","","",""
"PMOVMSKB reg, mm","PMOVMSKB mm, reg","pmovmskb mm, reg","NP 0F D7 /r","V","V","SSE","","","",""
"PMOVMSKB reg, xmm","PMOVMSKB xmm, reg","pmovmskb xmm, reg","66 0F D7 /r","V","V","SSE2","","","",""
"PMOVSXBD xmm1, xmm2/m32","PMOVSXBD xmm2/m32, xmm1","pmovsxbd xmm2/m32, xmm1","66 0F 38 21 /r","V","V","SSE4_1","","","",""
"PMOVSXBQ xmm1, xmm2/m16","PMOVSXBQ xmm2/m16, xmm1","pmovsxbq xmm2/m16, xmm1","66 0F 38 22 /r","V","V","SSE4_1","","","",""
"PMOVSXBW xmm1, xmm2/m64","PMOVSXBW xmm2/m64, xmm1","pmovsxbw xmm2/m64, xmm1","66 0F 38 20 /r","V","V","SSE4_1","","","",""
"PMOVSXDQ xmm1, xmm2/m64","PMOVSXDQ xmm2/m64, xmm1","pmovsxdq xmm2/m64, xmm1","66 0F 38 25 /r","V","V","SSE4_1","","","",""
"PMOVSXWD xmm1, xmm2/m64","PMOVSXWD xmm2/m64, xmm1","pmovsxwd xmm2/m64, xmm1","66 0F 38 23 /r","V","V","SSE4_1","","","",""
"PMOVSXWQ xmm1, xmm2/m32","PMOVSXWQ xmm2/m32, xmm1","pmovsxwq xmm2/m32, xmm1","66 0F 38 24 /r","V","V","SSE4_1","","","",""
"PMOVZXBD xmm1, xmm2/m32","PMOVZXBD xmm2/m32, xmm1","pmovzxbd xmm2/m32, xmm1","66 0F 38 31 /r","V","V","SSE4_1","","","",""
"PMOVZXBQ xmm1, xmm2/m16","PMOVZXBQ xmm2/m16, xmm1","pmovzxbq xmm2/m16, xmm1","66 0F 38 32 /r","V","V","SSE4_1","","","",""
"PMOVZXBW xmm1, xmm2/m64","PMOVZXBW xmm2/m64, xmm1","pmovzxbw xmm2/m64, xmm1","66 0F 38 30 /r","V","V","SSE4_1","","","",""
"PMOVZXDQ xmm1, xmm2/m64","PMOVZXDQ xmm2/m64, xmm1","pmovzxdq xmm2/m64, xmm1","66 0F 38 35 /r","V","V","SSE4_1","","","",""
"PMOVZXWD xmm1, xmm2/m64","PMOVZXWD xmm2/m64, xmm1","pmovzxwd xmm2/m64, xmm1","66 0F 38 33 /r","V","V","SSE4_1","","","",""
"PMOVZXWQ xmm1, xmm2/m32","PMOVZXWQ xmm2/m32, xmm1","pmovzxwq xmm2/m32, xmm1","66 0F 38 34 /r","V","V","SSE4_1","","","",""
"PMULDQ xmm1, xmm2/m128","PMULDQ xmm2/m128, xmm1","pmuldq xmm2/m128, xmm1","66 0F 38 28 /r","V","V","SSE4_1","","","",""
"PMULHRSW mm1, mm2/m64","PMULHRSW mm2/m64, mm1","pmulhrsw mm2/m64, mm1","NP 0F 38 0B /r","V","V","SSSE3","","","",""
"PMULHRSW xmm1, xmm2/m128","PMULHRSW xmm2/m128, xmm1","pmulhrsw xmm2/m128, xmm1","66 0F 38 0B /r","V","V","SSSE3","","","",""
"PMULHUW mm1, mm2/m64","PMULHUW mm2/m64, mm1","pmulhuw mm2/m64, mm1","NP 0F E4 /r","V","V","SSE","","","",""
"PMULHUW xmm1, xmm2/m128","PMULHUW xmm2/m128, xmm1","pmulhuw xmm2/m128, xmm1","66 0F E4 /r","V","V","SSE2","","","",""
"PMULHW mm, mm/m64","PMULHW mm/m64, mm","pmulhw mm/m64, mm","NP 0F E5 /r","V","V","MMX","","","",""
"PMULHW xmm1, xmm2/m128","PMULHW xmm2/m128, xmm1","pmulhw xmm2/m128, xmm1","66 0F E5 /r","V","V","SSE2","","","",""
"PMULLD xmm1, xmm2/m128","PMULLD xmm2/m128, xmm1","pmulld xmm2/m128, xmm1","66 0F 38 40 /r","V","V","SSE4_1","","","",""
"PMULLW mm, mm/m64","PMULLW mm/m64, mm","pmullw mm/m64, mm","NP 0F D5 /r","V","V","MMX","","","",""
"PMULLW xmm1, xmm2/m128","PMULLW xmm2/m128, xmm1","pmullw xmm2/m128, xmm1","66 0F D5 /r","V","V","SSE2","","","",""
"PMULUDQ mm1, mm2/m64","PMULULQ mm2/m64, mm1","pmuludq mm2/m64, mm1","NP 0F F4 /r","V","V","SSE2","","","",""
"PMULUDQ xmm1, xmm2/m128","PMULULQ xmm2/m128, xmm1","pmuludq xmm2/m128, xmm1","66 0F F4 /r","V","V","SSE2","","","",""
"POP DS","POPW/POPL/POPQ DS","popw/popl/popq DS","1F","V","I","","","w","Y",""
"POP ES","POPW/POPL/POPQ ES","popw/popl/popq ES","07","V","I","","","w","Y",""
"POP FS","POPW/POPL/POPQ FS","popw/popl/popq FS","0F A1","V","V","","operand16","w","Y",""
"POP FS","POPW/POPL/POPQ FS","popw/popl/popq FS","0F A1","N.E.","V","","operand32,operand64","w","Y",""
"POP FS","POPW/POPL/POPQ FS","popw/popl/popq FS","0F A1","V","N.E.","","operand32","w","Y",""
"POP GS","POPW/POPL/POPQ GS","popw/popl/popq GS","0F A9","N.E.","V","","operand32,operand64","w","Y",""
"POP GS","POPW/POPL/POPQ GS","popw/popl/popq GS","0F A9","V","V","","operand16","w","Y",""
"POP GS","POPW/POPL/POPQ GS","popw/popl/popq GS","0F A9","V","N.E.","","operand32","w","Y",""
"POP SS","POPW/POPL/POPQ SS","popw/popl/popq SS","17","V","I","","","w","Y",""
"POP r/m16","POPW r/m16","popw r/m16","8F /0","V","V","","operand16","","Y","16"
"POP r/m32","POPL r/m32","popl r/m32","8F /0","V","N.E.","","operand32","","Y","32"
"POP r/m64","POPQ r/m64","popq r/m64","8F /0","N.E.","V","","operand32,operand64","","Y","64"
"POP r16","POPW r16","popw r16","58+rw","V","V","","operand16","","Y","16"
"POP r32","POPL r32","popl r32","58+rd","V","N.E.","","operand32","","Y","32"
"POP r64","POPQ r64","popq r64","58+rd","N.E.","V","","","","Y","64"
"POPA","POPAW","popaw","61","V","I","","operand16","","",""
"POPAD","POPAL","popal","61","V","I","","operand32","","",""
"POPCNT r16, r/m16","POPCNTW r/m16, r16","popcntw r/m16, r16","F3 0F B8 /r","V","V","","operand16","","Y","16"
"POPCNT r32, r/m32","POPCNTL r/m32, r32","popcntl r/m32, r32","F3 0F B8 /r","V","V","","operand32","","Y","32"
"POPCNT r64, r/m64","POPCNTQ r/m64, r64","popcntq r/m64, r64","F3 REX.W 0F B8 /r","N.E.","V","","","","Y","64"
"POPF","POPFW","popfw","9D","V","V","","operand16","","",""
"POPFD","POPFL","popfl","9D","V","N.E.","","operand32","","",""
"POPFQ","POPFQ","popfq","9D","N.E.","V","","operand32,operand64","","",""
"POR mm, mm/m64","POR mm/m64, mm","por mm/m64, mm","NP 0F EB /r","V","V","MMX","","","",""
"POR xmm1, xmm2/m128","POR xmm2/m128, xmm1","por xmm2/m128, xmm1","66 0F EB /r","V","V","SSE2","","","",""
"PREFETCHNTA m8","PREFETCHNTA m8","prefetchnta m8","0F 18 /0","V","V","","","","",""
"PREFETCHT0 m8","PREFETCHT0 m8","prefetcht0 m8","0F 18 /1","V","V","","","","",""
"PREFETCHT1 m8","PREFETCHT1 m8","prefetcht1 m8","0F 18 /2","V","V","","","","",""
"PREFETCHT2 m8","PREFETCHT2 m8","prefetcht2 m8","0F 18 /3","V","V","","","","",""
"PREFETCHW m8","PREFETCHW m8","prefetchw m8","0F 0D /1","V","V","PREFETCHW","","","",""
"PSADBW mm1, mm2/m64","PSADBW mm2/m64, mm1","psadbw mm2/m64, mm1","NP 0F F6 /r","V","V","SSE","","","",""
"PSADBW xmm1, xmm2/m128","PSADBW xmm2/m128, xmm1","psadbw xmm2/m128, xmm1","66 0F F6 /r","V","V","SSE2","","","",""
"PSHUFB mm1, mm2/m64","PSHUFB mm2/m64, mm1","pshufb mm2/m64, mm1","NP 0F 38 00 /r","V","V","SSSE3","","","",""
"PSHUFB xmm1, xmm2/m128","PSHUFB xmm2/m128, xmm1","pshufb xmm2/m128, xmm1","66 0F 38 00 /r","V","V","SSSE3","","","",""
"PSHUFD xmm1, xmm2/m128, imm8","PSHUFD imm8, xmm2/m128, xmm1","pshufd imm8, xmm2/m128, xmm1","66 0F 70 /r ib","V","V","SSE2","","","",""
"PSHUFHW xmm1, xmm2/m128, imm8","PSHUFHW imm8, xmm2/m128, xmm1","pshufhw imm8, xmm2/m128, xmm1","F3 0F 70 /r ib","V","V","SSE2","","","",""
"PSHUFLW xmm1, xmm2/m128, imm8","PSHUFLW imm8, xmm2/m128, xmm1","pshuflw imm8, xmm2/m128, xmm1","F2 0F 70 /r ib","V","V","SSE2","","","",""
"PSHUFW mm1, mm2/m64, imm8","PSHUFW imm8, mm2/m64, mm1","pshufw imm8, mm2/m64, mm1","NP 0F 70 /r ib","V","V","","","","",""
"PSIGNB mm1, mm2/m64","PSIGNB mm2/m64, mm1","psignb mm2/m64, mm1","NP 0F 38 08 /r","V","V","SSSE3","","","",""
"PSIGNB xmm1, xmm2/m128","PSIGNB xmm2/m128, xmm1","psignb xmm2/m128, xmm1","66 0F 38 08 /r","V","V","SSSE3","","","",""
"PSIGND mm1, mm2/m64","PSIGND mm2/m64, mm1","psignd mm2/m64, mm1","NP 0F 38 0A /r","V","V","SSSE3","","","",""
"PSIGND xmm1, xmm2/m128","PSIGND xmm2/m128, xmm1","psignd xmm2/m128, xmm1","66 0F 38 0A /r","V","V","SSSE3","","","",""
"PSIGNW mm1, mm2/m64","PSIGNW mm2/m64, mm1","psignw mm2/m64, mm1","NP 0F 38 09 /r","V","V","SSSE3","","","",""
"PSIGNW xmm1, xmm2/m128","PSIGNW xmm2/m128, xmm1","psignw xmm2/m128, xmm1","66 0F 38 09 /r","V","V","SSSE3","","","",""
"PSLLD mm, imm8","PSLLL imm8, mm","pslld imm8, mm","NP 0F 72 /6 ib","V","V","MMX","","","",""
"PSLLD mm, mm/m64","PSLLL mm/m64, mm","pslld mm/m64, mm","NP 0F F2 /r","V","V","MMX","","","",""
"PSLLD xmm1, imm8","PSLLL imm8, xmm1","pslld imm8, xmm1","66 0F 72 /6 ib","V","V","SSE2","","","",""
"PSLLD xmm1, xmm2/m128","PSLLL xmm2/m128, xmm1","pslld xmm2/m128, xmm1","66 0F F2 /r","V","V","SSE2","","","",""
"PSLLDQ xmm1, imm8","PSLLO imm8, xmm1","pslldq imm8, xmm1","66 0F 73 /7 ib","V","V","SSE2","","","",""
"PSLLQ mm, imm8","PSLLQ imm8, mm","psllq imm8, mm","NP 0F 73 /6 ib","V","V","MMX","","","",""
"PSLLQ mm, mm/m64","PSLLQ mm/m64, mm","psllq mm/m64, mm","NP 0F F3 /r","V","V","MMX","","","",""
"PSLLQ xmm1, imm8","PSLLQ imm8, xmm1","psllq imm8, xmm1","66 0F 73 /6 ib","V","V","SSE2","","","",""
"PSLLQ xmm1, xmm2/m128","PSLLQ xmm2/m128, xmm1","psllq xmm2/m128, xmm1","66 0F F3 /r","V","V","SSE2","","","",""
"PSLLW mm, mm/m64","PSLLW mm/m64, mm","psllw mm/m64, mm","NP 0F F1 /r","V","V","MMX","","","",""
"PSLLW mm1, imm8","PSLLW imm8, mm1","psllw imm8, mm1","NP 0F 71 /6 ib","V","V","MMX","","","",""
"PSLLW xmm1, imm8","PSLLW imm8, xmm1","psllw imm8, xmm1","66 0F 71 /6 ib","V","V","SSE2","","","",""
"PSLLW xmm1, xmm2/m128","PSLLW xmm2/m128, xmm1","psllw xmm2/m128, xmm1","66 0F F1 /r","V","V","SSE2","","","",""
"PSRAD mm, imm8","PSRAL imm8, mm","psrad imm8, mm","NP 0F 72 /4 ib","V","V","MMX","","","",""
"PSRAD mm, mm/m64","PSRAL mm/m64, mm","psrad mm/m64, mm","NP 0F E2 /r","V","V","MMX","","","",""
"PSRAD xmm1, imm8","PSRAL imm8, xmm1","psrad imm8, xmm1","66 0F 72 /4 ib","V","V","SSE2","","","",""
"PSRAD xmm1, xmm2/m128","PSRAL xmm2/m128, xmm1","psrad xmm2/m128, xmm1","66 0F E2 /r","V","V","SSE2","","","",""
"PSRAW mm, imm8","PSRAW imm8, mm","psraw imm8, mm","NP 0F 71 /4 ib","V","V","MMX","","","",""
"PSRAW mm, mm/m64","PSRAW mm/m64, mm","psraw mm/m64, mm","NP 0F E1 /r","V","V","MMX","","","",""
